movie_name,month,year,ratings,user_vote,genres,country
We're the Millers,8.0,2013.0,7.0,487000,,United States United Kingdom
Wedding Crashers,7.0,2005.0,7.0,376000,,
Welcome Home Roscoe Jenkins,2.0,2008.0,5.5,16000,,
Welcome to Marwen,12.0,2018.0,6.2,26000,,
Welcome to Mooseport,2.0,2004.0,5.3,13000,,
We’re the Millers,8.0,2013.0,,,,
Whale Rider,6.0,2003.0,7.5,44000,,
What Happens in Vegas,5.0,2008.0,6.1,188000,,United States
What Happens in Vegas...,5.0,2008.0,,,,
What If,8.0,2014.0,6.8,82000,,
What Lies Beneath,7.0,2000.0,6.6,136000,,
What Men Want,2.0,2019.0,5.4,32000,,
What Planet Are You From?,3.0,2000.0,5.6,99000,Comedy Sci-Fi,United States
What Women Want,12.0,2000.0,6.4,223000,,
What a Girl Wants,4.0,2003.0,5.8,67000,,
What to Expect When You're Expecting,5.0,2012.0,5.7,76000,,
What's Your Number?,9.0,2011.0,6.0,88000,,
What's the Worst That Could Happen?,6.0,2001.0,5.4,17000,,United States
Whatever Works,6.0,2009.0,7.1,77000,,
When a Stranger Calls,2.0,2006.0,5.1,49000,,
When the Bough Breaks,9.0,2016.0,5.2,78000,,
When the Game Stands Tall,8.0,2014.0,6.6,17000,,
Where the Truth Lies,10.0,2005.0,6.4,19000,,Canada United Kingdom
Where the Wild Things Are,10.0,2009.0,6.7,109000,,
Where’d You Go Bernadette,8.0,2019.0,,,,
While We're Young,3.0,2015.0,6.3,54000,,
Whip It,10.0,2009.0,6.9,70000,,
Whiplash,10.0,2014.0,8.5,992000,,
Whiskey Tango Foxtrot,3.0,2016.0,6.6,57000,,
White Boy Rick,9.0,2018.0,6.5,43000,,
White Chicks,6.0,2004.0,5.8,164000,,
White House Down,6.0,2013.0,6.3,236000,,
White Noise,1.0,2005.0,5.5,51000,,
White Oleander,10.0,2002.0,7.1,34000,,United States
Whiteout,9.0,2009.0,5.5,41000,,
Who's Your Caddy?,7.0,2007.0,2.3,16000,,
Why Did I Get Married Too?,4.0,2010.0,4.7,10000,,
Why Did I Get Married?,10.0,2007.0,5.9,14000,,
Why Him?,12.0,2016.0,6.2,124000,,
Wicker Park,9.0,2004.0,6.9,59000,,
Widows,11.0,2018.0,6.8,104000,,
Wilbur Wants to Kill Himself,3.0,2004.0,6.8,81000,,Denmark United Kingdom Sweden France
Wild,12.0,2014.0,7.1,139000,,
Wild Hogs,3.0,2007.0,5.8,123000,,
Wild Target,10.0,2010.0,6.7,41000,,
Willard,3.0,2003.0,6.1,20000,,
Wimbledon,9.0,2004.0,6.3,67000,,
Win Win,3.0,2011.0,7.1,55000,,
Win a Date with Tad Hamilton!,1.0,2004.0,5.6,29000,,
Winchester,2.0,2018.0,5.4,37000,,
Wind River,8.0,2017.0,7.7,281000,,
Windtalkers,6.0,2002.0,6.1,74000,,
Winged Migration,4.0,2003.0,7.9,12000,,
Winnie the Pooh,7.0,2011.0,7.1,28000,,
Winter in Wartime,3.0,2011.0,7.0,14000,,
Winter's Bone,6.0,2010.0,7.1,151000,,United States
Winter's Tale,2.0,2014.0,6.1,57000,,United States
Winter’s Bone,6.0,2010.0,,,,
Winter’s Tale,2.0,2014.0,,,,
Wish,11.0,2023.0,5.6,36000,Animation Adventure Comedy Family Fantasy Musical,
Wish I Was Here,7.0,2014.0,6.6,39000,,
Wish Upon,7.0,2017.0,5.1,23000,,
Without a Paddle,8.0,2004.0,5.8,51000,,
Wolf Creek,12.0,2005.0,6.2,78000,,
Woman Thou Art Loosed,10.0,2004.0,6.6,1000,,
Woman in Gold,4.0,2015.0,7.3,63000,,
Won't Back Down,9.0,2012.0,6.4,69000,,
Wonder,11.0,2017.0,7.9,179000,,
Wonder Boys,2.0,2000.0,7.2,67000,,
Wonder Park,3.0,2019.0,5.8,13000,,
Wonder Woman,6.0,2017.0,7.3,700000,,
Wonka,12.0,2023.0,7.0,143000,Adventure Comedy Family Fantasy Musical,
Woodlawn,10.0,2015.0,6.4,79000,,
World Trade Center,8.0,2006.0,6.0,88000,,
World Traveler,4.0,2002.0,5.3,13000,,Canada United States
World War Z,6.0,2013.0,7.0,721000,,
Wrath of the Titans,3.0,2012.0,5.7,196000,,
Wreck-It Ralph,11.0,2012.0,7.7,459000,,
Wrong Turn,5.0,2003.0,6.1,132000,,
X-Men,7.0,2000.0,7.3,647000,Action Adventure Sci-Fi,
X-Men 2,5.0,2003.0,7.4,577000,,
X-Men Origins: Wolverine,5.0,2009.0,6.5,531000,,
X-Men: Apocalypse,5.0,2016.0,6.9,462000,,
X-Men: Dark Phoenix,6.0,2019.0,5.7,205000,,United States Canada
X-Men: Days of Future Past,5.0,2014.0,7.9,746000,,
X-Men: First Class,6.0,2011.0,7.7,725000,,
X-Men: The Last Stand,5.0,2006.0,6.6,541000,,
XXX: State of the Union,4.0,2005.0,,,,
Xinhai geming,10.0,2011.0,,,,
Y Tu Mamá También,3.0,2002.0,,,,
Year One,6.0,2009.0,4.9,104000,,
Yes Man,12.0,2008.0,6.8,384000,,
Yesterday,6.0,2019.0,6.8,168000,,
Yi dai zong shi,1.0,2013.0,,,,
Yip Man 3,12.0,2015.0,,,,
Yogi Bear,12.0,2010.0,4.6,23000,,
You Again,9.0,2010.0,5.7,55000,,
You Can Count on Me,11.0,2000.0,7.5,31000,,
You Don't Mess With the Zohan,6.0,2008.0,,,,
You Don't Mess with the Zohan,6.0,2008.0,5.6,214000,,United States
You Got Served,1.0,2004.0,3.9,29000,,
You Me and Dupree,7.0,2006.0,5.6,84000,,United States
You Will Meet a Tall Dark Stranger,9.0,2010.0,6.3,48000,,
You're Next,8.0,2013.0,6.6,110000,,
"You, Me and Dupree",7.0,2006.0,5.6,84000,Comedy Romance,
Young Adam,4.0,2004.0,6.3,15000,,United Kingdom France
Young Adult,12.0,2011.0,6.3,88000,,
Your Highness,4.0,2011.0,5.5,104000,,
Yours Mine & Ours,11.0,2005.0,5.5,30000,,United States
"Yours, Mine and Ours",11.0,2005.0,,,,
Youth,12.0,2015.0,7.3,83000,,
Youth in Revolt,1.0,2010.0,6.4,76000,,
Yu-Gi-Oh,9.0,2004.0,,,,
Zack and Miri Make a Porno,10.0,2008.0,6.5,182000,,
Zathura,11.0,2005.0,,,,
Zero Dark Thirty,12.0,2012.0,7.4,319000,,
Zimna wojna,6.0,2018.0,,,,
Zodiac,3.0,2007.0,7.7,599000,,
Zombieland,10.0,2009.0,7.5,622000,,
Zombieland: Double Tap,10.0,2019.0,6.7,203000,,
Zookeeper,7.0,2011.0,5.2,65000,,
Zoolander,9.0,2001.0,6.5,292000,,
Zoolander 2,2.0,2016.0,4.7,76000,,
Zoom,8.0,2006.0,4.4,23000,,United States
Zootopia,3.0,2016.0,8.0,547000,,
Zwartboek,4.0,2007.0,,,,
crazy/beautiful,6.0,2001.0,,,,
mother!,9.0,2017.0,,,,
xXx,8.0,2002.0,5.8,187000,,
xXx: Return of Xander Cage,1.0,2017.0,5.2,97000,,
長江七號,3.0,2008.0,,,,
�on Flux,12.0,2005.0,5.4,133000,,United States Germany Brazil Italy
